,Area,Circ.,AR,Round,Solidity,Pore Type,Pore
12,9.674,1.0,1.809,0.553,0.8,G,5LTI
14,1.612,1.0,1.0,1.0,1.0,G,5LTI
33,8.062,1.0,1.553,0.644,0.909,G,5LTI
34,11.286,1.0,1.596,0.626,0.875,G,5LTI
35,1.612,1.0,1.0,1.0,1.0,G,5LTI
36,3.225,1.0,2.0,0.5,1.0,G,5LTI
37,1.612,1.0,1.0,1.0,1.0,G,5LTI
38,19.348,0.719,2.949,0.339,0.8,G,5LTI
39,3.225,1.0,2.0,0.5,1.0,G,5LTI
40,3.225,1.0,2.0,0.5,1.0,G,5LTI
41,8.062,1.0,1.553,0.644,0.909,G,5LTI
42,14.511,1.0,1.817,0.55,0.857,G,5LTI
43,1.612,1.0,1.0,1.0,1.0,G,5LTI
44,1.612,1.0,1.0,1.0,1.0,G,5LTI
45,283.766,0.382,5.286,0.189,0.755,G,5LTI
46,3.225,1.0,2.0,0.5,1.0,G,5LTI
47,6.449,1.0,1.468,0.681,0.8,G,5LTI
48,1.612,1.0,1.0,1.0,1.0,G,5LTI
49,1.612,1.0,1.0,1.0,1.0,G,5LTI
50,494.978,0.625,2.611,0.383,0.867,G,5LTI
51,1.612,1.0,1.0,1.0,1.0,G,5LTI
52,3.225,1.0,2.0,0.5,1.0,G,5LTI
53,8.062,1.0,1.553,0.644,0.909,G,5LTI
54,1.612,1.0,1.0,1.0,1.0,G,5LTI
55,95.126,0.23,2.135,0.468,0.48,G,5LTI
56,1.612,1.0,1.0,1.0,1.0,G,5LTI
57,367.606,0.627,1.987,0.503,0.843,G,5LTI
58,1.612,1.0,1.0,1.0,1.0,G,5LTI
59,4.837,0.967,3.0,0.333,1.0,G,5LTI
60,4.837,0.967,3.0,0.333,1.0,G,5LTI
61,146.72,0.826,1.512,0.661,0.879,G,5LTI
62,54.818,0.919,1.359,0.736,0.872,G,5LTI
63,9.674,0.769,2.81,0.356,0.75,G,5LTI
64,4.837,0.643,2.702,0.37,0.667,G,5LTI
65,4.837,1.0,1.464,0.683,0.857,G,5LTI
66,11.286,0.687,2.211,0.452,0.636,G,5LTI
67,8.062,0.674,2.61,0.383,0.769,G,5LTI
68,1.612,1.0,1.0,1.0,1.0,G,5LTI
69,8.062,0.674,2.749,0.364,0.769,G,5LTI
70,1447.85,0.353,1.606,0.623,0.845,G,5LTI
71,3.225,1.0,2.0,0.5,1.0,G,5LTI
72,8.062,1.0,1.553,0.644,0.909,G,5LTI
73,1.612,1.0,1.0,1.0,1.0,G,5LTI
74,1.612,1.0,1.0,1.0,1.0,G,5LTI
75,67.717,0.744,1.193,0.838,0.808,G,5LTI
76,11.286,0.718,2.423,0.413,0.824,G,5LTI
77,49.981,0.907,1.521,0.658,0.873,G,5LTI
78,199.926,0.882,1.383,0.723,0.912,G,5LTI
79,3.225,0.785,2.646,0.378,0.667,G,5LTI
80,14.511,0.726,2.674,0.374,0.75,G,5LTI
81,688.454,0.593,2.557,0.391,0.88,G,5LTI
82,1.612,1.0,1.0,1.0,1.0,G,5LTI
83,1.612,1.0,1.0,1.0,1.0,G,5LTI
84,14.511,1.0,1.536,0.651,0.857,G,5LTI
85,9.674,1.0,1.809,0.553,0.8,G,5LTI
86,8.062,1.0,1.553,0.644,0.909,G,5LTI
87,646.534,0.429,3.315,0.302,0.822,G,5LTI
88,8.062,0.536,5.0,0.2,1.0,G,5LTI
89,3.225,1.0,2.0,0.5,1.0,G,5LTI
90,9.674,1.0,1.5,0.667,1.0,G,5LTI
91,14.511,0.799,1.755,0.57,0.75,G,5LTI
92,58.043,0.365,2.084,0.48,0.742,G,5LTI
93,1.612,1.0,1.0,1.0,1.0,G,5LTI
94,1.612,1.0,1.0,1.0,1.0,G,5LTI
95,14.511,1.0,1.542,0.648,0.857,G,5LTI
96,25.797,0.423,1.459,0.686,0.533,G,5LTI
98,3.225,1.0,2.0,0.5,1.0,G,5LTI
99,138.658,0.41,3.267,0.306,0.683,G,5LTI
102,30.634,0.796,1.84,0.543,0.809,G,5LTI
103,588.491,0.161,3.68,0.272,0.548,G,5LTI
104,3.225,1.0,2.0,0.5,1.0,G,5LTI
105,29.021,0.687,1.159,0.863,0.75,G,5LTI
118,3.225,1.0,2.0,0.5,1.0,G,5LTI
119,9.674,0.809,2.237,0.447,0.857,G,5LTI
120,169.292,0.823,1.179,0.849,0.879,G,5LTI
123,1.612,1.0,1.0,1.0,1.0,G,5LTI
125,11.286,1.0,1.596,0.626,0.875,G,5LTI
126,3.225,1.0,2.0,0.5,1.0,G,5LTI
127,3.225,1.0,2.0,0.5,1.0,G,5LTI
128,14.511,1.0,1.34,0.746,0.857,G,5LTI
129,1.612,1.0,1.0,1.0,1.0,G,5LTI
131,6.449,0.857,2.0,0.5,0.8,G,5LTI
132,6.449,1.0,1.0,1.0,1.0,G,5LTI
133,19.348,0.781,2.016,0.496,0.8,G,5LTI
134,117.698,0.499,1.868,0.535,0.685,G,5LTI
135,3.225,1.0,2.0,0.5,1.0,G,5LTI
136,3.225,1.0,2.0,0.5,1.0,G,5LTI
137,56.431,0.462,2.011,0.497,0.7,G,5LTI
138,6.449,1.0,1.0,1.0,1.0,G,5LTI
139,1.612,1.0,1.0,1.0,1.0,G,5LTI
140,25.797,1.0,1.234,0.81,0.889,G,5LTI
141,1.612,1.0,1.0,1.0,1.0,G,5LTI
142,35.471,0.723,1.799,0.556,0.786,G,5LTI
143,3.225,0.785,2.646,0.378,0.667,G,5LTI
144,3.225,1.0,2.0,0.5,1.0,G,5LTI
145,1.612,1.0,1.0,1.0,1.0,G,5LTI
146,59.655,0.532,1.818,0.55,0.763,G,5LTI
147,3.225,1.0,2.0,0.5,1.0,G,5LTI
148,8.062,0.873,1.496,0.668,0.714,G,5LTI
149,1.612,1.0,1.0,1.0,1.0,G,5LTI
150,17.735,1.0,1.372,0.729,0.957,G,5LTI
151,4.837,1.0,1.464,0.683,0.857,G,5LTI
152,1.612,1.0,1.0,1.0,1.0,G,5LTI
153,1.612,1.0,1.0,1.0,1.0,G,5LTI
154,9.674,0.484,3.827,0.261,0.632,G,5LTI
155,20.96,0.753,2.079,0.481,0.765,G,5LTI
156,1.612,1.0,1.0,1.0,1.0,G,5LTI
157,6.449,0.857,2.0,0.5,0.8,G,5LTI
158,16.123,1.0,1.551,0.645,0.909,G,5LTI
159,1.612,1.0,1.0,1.0,1.0,G,5LTI
160,12.898,0.914,1.308,0.764,0.8,G,5LTI
161,3.225,1.0,2.0,0.5,1.0,G,5LTI
162,1.612,1.0,1.0,1.0,1.0,G,5LTI
163,1.612,1.0,1.0,1.0,1.0,G,5LTI
164,1.612,1.0,1.0,1.0,1.0,G,5LTI
165,3.225,1.0,2.0,0.5,1.0,G,5LTI
166,3.225,0.785,2.646,0.378,0.667,G,5LTI
167,1.612,1.0,1.0,1.0,1.0,G,5LTI
168,3.225,1.0,2.0,0.5,1.0,G,5LTI
169,11.286,0.8,2.408,0.415,0.737,G,5LTI
170,3.225,1.0,2.0,0.5,1.0,G,5LTI
171,43.532,0.611,1.954,0.512,0.771,G,5LTI
172,25.797,0.795,1.442,0.693,0.865,G,5LTI
173,3.225,0.785,2.646,0.378,0.667,G,5LTI
174,6.449,0.857,2.0,0.5,0.8,G,5LTI
175,22.572,0.564,3.823,0.262,0.933,G,5LTI
176,9.674,0.615,3.254,0.307,0.75,G,5LTI
177,3.225,0.785,2.646,0.378,0.667,G,5LTI
178,1.612,1.0,1.0,1.0,1.0,G,5LTI
179,83.84,0.623,1.748,0.572,0.825,G,5LTI
180,6.449,0.698,1.637,0.611,0.727,G,5LTI
181,1.612,1.0,1.0,1.0,1.0,G,5LTI
182,6.449,1.0,1.0,1.0,1.0,G,5LTI
183,1.612,1.0,1.0,1.0,1.0,G,5LTI
184,4.837,0.809,3.0,0.333,1.0,G,5LTI
185,19.348,0.781,1.892,0.529,0.828,G,5LTI
186,6.449,0.857,1.468,0.681,0.8,G,5LTI
188,1.612,1.0,1.0,1.0,1.0,G,5LTI
189,8.062,0.764,2.749,0.364,0.769,G,5LTI
190,3.225,1.0,2.0,0.5,1.0,G,5LTI
191,8.062,0.572,1.848,0.541,0.667,G,5LTI
192,1.612,1.0,1.0,1.0,1.0,G,5LTI
193,1.612,1.0,1.0,1.0,1.0,G,5LTI
194,8.062,0.674,1.727,0.579,0.714,G,5LTI
195,1.612,1.0,1.0,1.0,1.0,G,5LTI
196,16.123,0.887,1.383,0.723,0.769,G,5LTI
197,9.674,1.0,1.291,0.775,0.8,G,5LTI
198,8.062,1.0,1.553,0.644,0.909,G,5LTI
199,12.898,0.914,1.939,0.516,0.842,G,5LTI
200,6.449,0.611,3.493,0.286,0.667,G,5LTI
201,3.225,1.0,2.0,0.5,1.0,G,5LTI
222,7.768,1.0,1.553,0.644,0.909,G,10CBI
223,7.768,1.0,1.553,0.644,0.909,G,10CBI
224,20.197,0.753,1.883,0.531,0.812,G,10CBI
225,20.197,0.779,2.231,0.448,0.839,G,10CBI
226,6.215,1.0,1.0,1.0,1.0,G,10CBI
227,52.823,0.685,1.318,0.759,0.791,G,10CBI
228,4.661,1.0,1.464,0.683,0.857,G,10CBI
229,7.768,1.0,1.553,0.644,0.909,G,10CBI
230,1.554,1.0,1.0,1.0,1.0,G,10CBI
231,1.554,1.0,1.0,1.0,1.0,G,10CBI
232,7.768,1.0,1.553,0.644,0.909,G,10CBI
233,23.304,0.898,1.607,0.622,0.882,G,10CBI
234,7.768,1.0,1.553,0.644,0.909,G,10CBI
235,3.107,1.0,2.0,0.5,1.0,G,10CBI
236,4.661,1.0,1.464,0.683,0.857,G,10CBI
237,1.554,1.0,1.0,1.0,1.0,G,10CBI
238,3.107,1.0,2.0,0.5,1.0,G,10CBI
239,9.322,1.0,1.5,0.667,1.0,G,10CBI
240,1.554,1.0,1.0,1.0,1.0,G,10CBI
241,9.322,1.0,1.809,0.553,0.8,G,10CBI
242,1.554,1.0,1.0,1.0,1.0,G,10CBI
243,1.554,1.0,1.0,1.0,1.0,G,10CBI
244,13.983,1.0,1.817,0.55,0.857,G,10CBI
245,1.554,1.0,1.0,1.0,1.0,G,10CBI
246,1.554,1.0,1.0,1.0,1.0,G,10CBI
247,4.661,1.0,1.464,0.683,0.857,G,10CBI
248,1.554,1.0,1.0,1.0,1.0,G,10CBI
249,1.554,1.0,1.0,1.0,1.0,G,10CBI
250,1.554,1.0,1.0,1.0,1.0,G,10CBI
251,3.107,0.785,2.646,0.378,0.667,G,10CBI
252,1.554,1.0,1.0,1.0,1.0,G,10CBI
253,15.536,0.674,2.953,0.339,0.909,G,10CBI
254,1.554,1.0,1.0,1.0,1.0,G,10CBI
255,6.215,1.0,1.0,1.0,1.0,G,10CBI
256,1.554,1.0,1.0,1.0,1.0,G,10CBI
257,6.215,1.0,1.0,1.0,1.0,G,10CBI
258,7.768,0.873,2.308,0.433,0.769,G,10CBI
259,3.107,1.0,2.0,0.5,1.0,G,10CBI
260,1.554,1.0,1.0,1.0,1.0,G,10CBI
261,1.554,1.0,1.0,1.0,1.0,G,10CBI
262,4.661,1.0,1.464,0.683,0.857,G,10CBI
296,9.673,1.0,1.5,0.667,1.0,G,21LBO
297,25.794,0.795,1.946,0.514,0.821,G,21LBO
298,195.068,0.31,2.841,0.352,0.635,G,21LBO
299,4.836,0.809,3.0,0.333,1.0,G,21LBO
300,8.061,1.0,1.553,0.644,0.909,G,21LBO
301,1.612,1.0,1.0,1.0,1.0,G,21LBO
302,1.612,1.0,1.0,1.0,1.0,G,21LBO
303,11.285,0.496,3.109,0.322,0.583,G,21LBO
304,9.673,0.809,2.237,0.447,0.857,G,21LBO
305,3.224,0.785,2.646,0.378,0.667,G,21LBO
306,1.612,1.0,1.0,1.0,1.0,G,21LBO
307,4.836,0.809,3.0,0.333,1.0,G,21LBO
308,1.612,1.0,1.0,1.0,1.0,G,21LBO
309,4.836,0.643,2.702,0.37,0.667,G,21LBO
310,38.691,0.334,2.649,0.378,0.608,G,21LBO
311,1.612,1.0,1.0,1.0,1.0,G,21LBO
312,4.836,1.0,1.464,0.683,0.857,G,21LBO
314,29.018,0.606,2.631,0.38,0.75,G,21LBO
315,24.182,0.552,1.589,0.629,0.667,G,21LBO
316,166.05,0.187,2.023,0.494,0.595,G,21LBO
317,1.612,1.0,1.0,1.0,1.0,G,21LBO
318,3.224,1.0,2.0,0.5,1.0,G,21LBO
319,1.612,1.0,1.0,1.0,1.0,G,21LBO
320,30.631,0.775,1.427,0.701,0.776,G,21LBO
321,35.467,0.405,3.501,0.286,0.611,G,21LBO
322,3.224,1.0,2.0,0.5,1.0,G,21LBO
323,1.612,1.0,1.0,1.0,1.0,G,21LBO
324,14.509,1.0,1.185,0.844,0.857,G,21LBO
325,20.958,0.496,1.713,0.584,0.605,G,21LBO
326,9.673,1.0,1.5,0.667,1.0,G,21LBO
327,214.414,0.15,1.84,0.544,0.547,G,21LBO
328,1.612,1.0,1.0,1.0,1.0,G,21LBO
329,1.612,1.0,1.0,1.0,1.0,G,21LBO
330,3.224,1.0,2.0,0.5,1.0,G,21LBO
331,3.224,1.0,2.0,0.5,1.0,G,21LBO
332,8.061,1.0,1.553,0.644,0.909,G,21LBO
333,22.57,0.838,2.03,0.493,0.903,G,21LBO
334,32.243,0.764,1.204,0.831,0.816,G,21LBO
335,11.285,0.472,3.579,0.279,0.737,G,21LBO
336,3.224,1.0,2.0,0.5,1.0,G,21LBO
337,19.346,0.643,1.733,0.577,0.727,G,21LBO
338,4.836,1.0,1.464,0.683,0.857,G,21LBO
339,29.018,0.687,1.574,0.635,0.75,G,21LBO
340,6.449,0.857,1.468,0.681,0.8,G,21LBO
341,3.224,1.0,2.0,0.5,1.0,G,21LBO
342,3.224,1.0,2.0,0.5,1.0,G,21LBO
343,1.612,1.0,1.0,1.0,1.0,G,21LBO
344,30.631,0.796,2.025,0.494,0.809,G,21LBO
345,24.182,0.612,1.866,0.536,0.698,G,21LBO
346,4.836,0.643,2.702,0.37,0.667,G,21LBO
347,22.57,0.472,3.211,0.311,0.667,G,21LBO
348,6.449,0.645,4.0,0.25,1.0,G,21LBO
349,4.836,0.809,3.0,0.333,1.0,G,21LBO
350,1.612,1.0,1.0,1.0,1.0,G,21LBO
351,1.612,1.0,1.0,1.0,1.0,G,21LBO
352,1.612,1.0,1.0,1.0,1.0,G,21LBO
353,141.868,0.308,3.198,0.313,0.667,G,21LBO
354,1.612,1.0,1.0,1.0,1.0,G,21LBO
355,148.316,0.246,3.424,0.292,0.62,G,21LBO
356,29.018,0.571,3.146,0.318,0.735,G,21LBO
357,143.48,0.131,3.9,0.256,0.458,G,21LBO
358,256.329,0.153,1.94,0.515,0.549,G,21LBO
359,4.836,1.0,1.464,0.683,0.857,G,21LBO
360,1.612,1.0,1.0,1.0,1.0,G,21LBO
361,8.061,0.873,1.653,0.605,0.833,G,21LBO
362,6.449,0.857,2.0,0.5,0.8,G,21LBO
363,3.224,1.0,2.0,0.5,1.0,G,21LBO
364,74.158,0.387,2.147,0.466,0.605,G,21LBO
365,3.224,0.785,2.646,0.378,0.667,G,21LBO
366,3.224,1.0,2.0,0.5,1.0,G,21LBO
367,1.612,1.0,1.0,1.0,1.0,G,21LBO
372,1.612,1.0,1.0,1.0,1.0,G,21LBO
373,4.836,1.0,1.464,0.683,0.857,G,21LBO
374,3.224,1.0,2.0,0.5,1.0,G,21LBO
375,1.612,1.0,1.0,1.0,1.0,G,21LBO
376,4.836,0.809,3.0,0.333,1.0,G,21LBO
377,8.061,1.0,1.553,0.644,0.909,G,21LBO
378,8.061,1.0,1.553,0.644,0.909,G,21LBO
379,6.449,0.857,2.031,0.492,0.8,G,21LBO
380,1.612,1.0,1.0,1.0,1.0,G,21LBO
381,32.243,0.566,3.894,0.257,0.851,G,21LBO
382,6.449,1.0,1.0,1.0,1.0,G,21LBO
383,454.622,0.079,1.842,0.543,0.374,G,21LBO
384,6.449,1.0,2.0,0.5,0.8,G,21LBO
385,1.612,1.0,1.0,1.0,1.0,G,21LBO
386,1.612,1.0,1.0,1.0,1.0,G,21LBO
387,1.612,1.0,1.0,1.0,1.0,G,21LBO
388,1.612,1.0,1.0,1.0,1.0,G,21LBO
389,9.673,0.809,2.237,0.447,0.857,G,21LBO
390,8.061,1.0,1.553,0.644,0.909,G,21LBO
391,1.612,1.0,1.0,1.0,1.0,G,21LBO
392,1.612,1.0,1.0,1.0,1.0,G,21LBO
393,3.224,1.0,2.0,0.5,1.0,G,21LBO
394,8.061,1.0,1.553,0.644,0.909,G,21LBO
395,4.836,1.0,1.464,0.683,0.857,G,21LBO
396,9.673,1.0,1.5,0.667,1.0,G,21LBO
397,90.28,0.416,2.571,0.389,0.687,G,21LBO
398,25.794,0.389,4.405,0.227,0.696,G,21LBO
590,27.392,0.746,1.861,0.537,0.75,G,45CTI
591,1.826,1.0,1.0,1.0,1.0,G,45CTI
592,12.783,0.943,1.936,0.517,0.933,G,45CTI
593,12.783,1.0,1.069,0.936,0.875,G,45CTI
594,12.783,0.564,2.8,0.357,0.737,G,45CTI
595,7.305,0.857,1.468,0.681,0.8,G,45CTI
596,7.305,0.857,2.0,0.5,0.8,G,45CTI
597,1.826,1.0,1.0,1.0,1.0,G,45CTI
598,12.783,1.0,1.596,0.626,0.875,G,45CTI
599,5.478,1.0,1.464,0.683,0.857,G,45CTI
600,1.826,1.0,1.0,1.0,1.0,G,45CTI
601,38.349,0.69,1.264,0.791,0.75,G,45CTI
602,3.652,1.0,2.0,0.5,1.0,G,45CTI
603,7.305,1.0,1.0,1.0,1.0,G,45CTI
604,1.826,1.0,1.0,1.0,1.0,G,45CTI
605,9.131,0.873,2.308,0.433,0.769,G,45CTI
606,3.652,1.0,2.0,0.5,1.0,G,45CTI
607,82.177,0.259,1.874,0.534,0.566,G,45CTI
608,5.478,1.0,1.464,0.683,0.857,G,45CTI
609,3.652,1.0,2.0,0.5,1.0,G,45CTI
610,5.478,1.0,1.464,0.683,0.857,G,45CTI
611,9.131,1.0,1.553,0.644,0.909,G,45CTI
612,1.826,1.0,1.0,1.0,1.0,G,45CTI
613,16.435,0.482,4.087,0.245,0.621,G,45CTI
614,18.262,0.806,2.51,0.398,0.8,G,45CTI
615,12.783,1.0,1.936,0.517,0.933,G,45CTI
616,7.305,0.857,1.468,0.681,0.8,G,45CTI
617,51.132,0.429,1.994,0.502,0.709,G,45CTI
618,1.826,1.0,1.0,1.0,1.0,G,45CTI
619,5.478,0.524,4.123,0.243,0.6,G,45CTI
620,36.523,0.339,2.084,0.48,0.533,G,45CTI
621,3.652,1.0,2.0,0.5,1.0,G,45CTI
622,3.652,1.0,2.0,0.5,1.0,G,45CTI
623,16.435,0.726,2.461,0.406,0.783,G,45CTI
624,5.478,0.754,2.702,0.37,0.667,G,45CTI
625,1.826,1.0,1.0,1.0,1.0,G,45CTI
626,5.478,1.0,1.464,0.683,0.857,G,45CTI
627,21.914,0.458,2.092,0.478,0.649,G,45CTI
628,7.305,0.698,1.637,0.611,0.727,G,45CTI
629,20.088,0.405,3.783,0.264,0.629,G,45CTI
630,3.652,1.0,2.0,0.5,1.0,G,45CTI
631,1.826,1.0,1.0,1.0,1.0,G,45CTI
632,21.914,0.809,3.0,0.333,1.0,G,45CTI
633,3.652,1.0,2.0,0.5,1.0,G,45CTI
634,12.783,1.0,1.596,0.626,0.875,G,45CTI
635,32.871,0.408,1.684,0.594,0.529,G,45CTI
636,49.306,0.643,2.175,0.46,0.783,G,45CTI
637,109.569,0.219,1.336,0.748,0.594,G,45CTI
638,7.305,1.0,1.0,1.0,1.0,G,45CTI
639,42.001,0.548,1.939,0.516,0.742,G,45CTI
640,1.826,1.0,1.0,1.0,1.0,G,45CTI
641,10.957,0.916,1.809,0.553,0.857,G,45CTI
642,1.826,1.0,1.0,1.0,1.0,G,45CTI
643,67.568,0.43,1.653,0.605,0.692,G,45CTI
644,14.609,0.914,1.989,0.503,0.8,G,45CTI
645,21.914,0.967,1.939,0.516,0.889,G,45CTI
646,3.652,1.0,2.0,0.5,1.0,G,45CTI
647,96.786,0.496,1.905,0.525,0.779,G,45CTI
648,7.305,1.0,1.0,1.0,1.0,G,45CTI
649,3.652,1.0,2.0,0.5,1.0,G,45CTI
650,7.305,1.0,1.0,1.0,1.0,G,45CTI
744,3.0,0.967,3.0,0.333,1.0,G,57CBI
745,1.0,1.0,1.0,1.0,1.0,G,57CBI
746,2.0,1.0,2.0,0.5,1.0,G,57CBI
747,157.0,0.294,4.432,0.226,0.57,G,57CBI
748,25.0,0.472,2.617,0.382,0.735,G,57CBI
749,1.0,1.0,1.0,1.0,1.0,G,57CBI
750,5.0,0.641,3.053,0.328,0.625,G,57CBI
751,77.0,0.139,2.744,0.364,0.394,G,57CBI
752,23.0,0.775,1.547,0.646,0.807,G,57CBI
753,3.0,0.754,2.702,0.37,0.667,G,57CBI
754,7.0,0.718,1.918,0.521,0.778,G,57CBI
755,5.0,0.764,2.188,0.457,0.769,G,57CBI
756,1.0,1.0,1.0,1.0,1.0,G,57CBI
757,2.0,1.0,2.0,0.5,1.0,G,57CBI
758,1.0,1.0,1.0,1.0,1.0,G,57CBI
759,12.0,0.517,1.576,0.634,0.649,G,57CBI
760,28.0,0.233,2.771,0.361,0.424,G,57CBI
761,78.0,0.177,1.853,0.54,0.377,G,57CBI
762,11.0,0.494,2.355,0.425,0.647,G,57CBI
763,1.0,1.0,1.0,1.0,1.0,G,57CBI
764,2.0,1.0,2.0,0.5,1.0,G,57CBI
765,4.0,1.0,1.0,1.0,1.0,G,57CBI
766,2.0,1.0,2.0,0.5,1.0,G,57CBI
0,3.225,0.785,2.646,0.378,0.667,K,5LTI
1,3.225,1.0,2.0,0.5,1.0,K,5LTI
2,3.225,1.0,2.0,0.5,1.0,K,5LTI
3,12.898,0.588,2.393,0.418,0.727,LOF,5LTI
4,1.612,1.0,1.0,1.0,1.0,K,5LTI
5,3.225,1.0,2.0,0.5,1.0,LOF,5LTI
6,1.612,1.0,1.0,1.0,1.0,K,5LTI
7,6.449,1.0,1.0,1.0,1.0,LOF,5LTI
8,8.062,0.599,5.0,0.2,1.0,LOF,5LTI
9,9.674,0.916,1.124,0.89,0.8,LOF,5LTI
10,27.409,0.286,6.576,0.152,0.618,LOF,5LTI
11,6.449,1.0,1.0,1.0,1.0,LOF,5LTI
13,1.612,1.0,1.0,1.0,1.0,LOF,5LTI
15,11.286,0.8,1.267,0.79,0.778,LOF,5LTI
16,8.062,1.0,1.553,0.644,0.909,K,5LTI
17,338.584,0.219,2.719,0.368,0.722,LOF,5LTI
18,29.021,0.895,1.925,0.519,0.878,LOF,5LTI
19,1.612,1.0,1.0,1.0,1.0,LOF,5LTI
20,4.837,0.643,2.702,0.37,0.667,LOF,5LTI
21,3.225,1.0,2.0,0.5,1.0,LOF,5LTI
22,6.449,0.645,4.0,0.25,1.0,LOF,5LTI
23,33.858,0.6,3.138,0.319,0.737,LOF,5LTI
24,8.062,1.0,1.553,0.644,0.909,LOF,5LTI
25,11.286,1.0,1.38,0.725,0.875,K,5LTI
26,37.083,0.408,2.29,0.437,0.597,LOF,5LTI
27,1.612,1.0,1.0,1.0,1.0,LOF,5LTI
28,43.532,1.0,1.21,0.826,0.947,LOF,5LTI
